DEPTH,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1852.2382,0.1425,86.3134,76.757,5174.5855,69.3322,45,2616.4762,8.2881,13.2,6040.2945,19.1336,0.123,0.1765,3632.4413,3285.3138,6.0588,2.3862,1,-133.7521,0.1028,1,139.5544,1852.2851,0.3274,-999,3532.2215
1852.3922,0.1376,85.2509,76.7543,5177.8227,68.568,45,2616.6934,8.2881,13.2,6040.818,19.1336,0.1185,0.1698,3541.8534,3294.3048,6.3527,2.3936,1,-133.5913,0.0932,1,139.5599,1852.4391,0.3207,-999,3576.2443
1852.5462,0.1365,85.0225,76.7515,5181.2174,67.7874,45,2616.9107,8.2881,13.2,6041.3419,19.1337,0.1188,0.1684,3522.2251,3303.7972,6.4326,2.3952,1,-133.4195,0.0911,1,139.5654,1852.5931,0.314,-999,3585.8514
1852.7002,0.1369,85.0935,76.7488,5185.0393,68.6123,45,2617.1279,8.2881,13.2,6041.8656,19.1338,0.1175,0.1688,3529.0935,3314.6507,5.8563,2.3947,1,-133.2128,0.0918,1,139.5709,1852.747,0.3211,-999,3582.8594
1852.8542,0.1424,86.2823,76.7461,5189.993,69.2953,45,2617.3451,8.2881,13.2,6042.3875,19.1338,0.1229,0.1763,3632.0978,3329.1124,5.5994,2.3864,1,-132.893,0.1026,1,139.5765,1852.901,0.3271,-999,3533.4947
1853.0082,0.1545,88.9616,76.7434,5196.3157,69.4506,45,2617.5624,8.2881,13.2,6042.9054,19.1339,0.1375,0.1931,3843.9391,3347.9421,6.3574,2.3682,1,-132.6578,0.1269,1,139.582,1853.055,0.3285,-999,3427.0747
1853.1622,0.1647,91.2942,76.7406,5204.3104,69.8096,45,2617.7796,8.2881,13.2,6043.42,19.1339,0.1494,0.2075,4008.7775,3372.1046,6.3248,2.353,1,-132.6657,0.1481,1,139.5875,1853.209,0.3316,-999,3339.5117
1853.3162,0.1735,93.3771,76.7379,5215.9349,73.008,45,2617.9968,8.2881,13.2,6043.9317,19.134,0.1231,0.2203,4142.471,3407.8322,5.0953,2.3397,1,-132.6498,0.1671,1,139.5931,1853.363,0.3606,-999,3265.0195
1853.4702,0.1817,95.3531,76.7352,5232.3112,77.1702,45,2618.2141,8.2881,13.2,6044.4407,19.134,0.0751,0.2322,4258.7969,3458.6993,5.0237,2.3275,1,-132.8635,0.185,1,139.5986,1853.517,0.4003,-999,3197.3585
1853.6242,0.1813,95.2673,76.7324,5246.379,80.2755,45,2618.4313,8.2881,13.2,6044.9499,19.134,0.0482,0.2317,4254.5163,3502.2219,5.5752,2.328,1,-133.2524,0.1842,1,139.6041,1853.6709,0.4314,-999,3200.2382
1853.7782,0.1819,95.4088,76.7297,5256.4111,84.1809,45,2618.6485,8.2881,13.2,6045.4588,19.134,0.025,0.2326,4263.0188,3532.8993,5.5008,2.3272,1,-133.313,0.1855,1,139.6097,1853.8249,0.4725,20.8759,3195.4919
1853.9322,0.1896,97.3365,76.727,5263.605,86.5896,45,2618.8658,8.2881,13.2,6045.9653,19.134,0.0158,0.2441,4367.379,3554.5477,5.0863,2.3156,1,-133.4126,0.2031,1,139.6152,1853.9789,0.4991,-999,3132.2068
1854.0862,0.1919,97.9215,76.7242,5268.6459,84.5831,45,2619.083,8.2881,13.2,6046.4709,19.134,0.0232,0.2477,4397.8276,3569.3438,4.4473,2.3121,1,-133.5436,0.2084,1,139.6207,1854.1329,0.4769,-999,3113.4945
1854.2402,0.1931,98.2089,76.7215,5272.8534,81.1713,45,2619.3003,8.2881,13.2,6046.9762,19.1341,0.0419,0.2494,4412.8022,3581.4882,4.3425,2.3104,1,-133.64,0.211,1,139.6263,1854.2869,0.4406,-999,3104.3831
1854.3942,0.1919,97.8978,76.7188,5277.5614,80.8699,45,2619.5175,8.2881,13.2,6047.4819,19.1341,0.044,0.2475,4397.7157,3595.2274,4.5367,2.3122,1,-133.616,0.2082,1,139.6318,1854.4409,0.4375,-999,3114.2482
1854.5482,0.1845,96.0639,76.716,5283.2099,86.0174,45,2619.7347,8.2881,13.2,6047.99,19.1341,0.0177,0.2365,4301.9633,3611.9585,4.6038,2.3232,1,-133.5528,0.1915,1,139.6373,1854.5949,0.4927,-999,3173.7005
1854.7022,0.1821,95.4533,76.7133,5290.4859,88.3848,45,2619.952,8.2881,13.2,6048.4989,19.1341,0.0108,0.2328,4268.7895,3633.8743,5.0123,2.3269,1,-133.3579,0.1859,1,139.6429,1854.7488,0.5196,-999,3194.0022
1854.8562,0.1867,96.6104,76.7106,5298.7927,84.0743,45,2620.1692,8.2881,13.2,6049.0062,19.1341,0.0255,0.2398,4332.5173,3659.08,4.89,2.3199,1,-133.3692,0.1965,1,139.6484,1854.9028,0.4714,-999,3155.7477
1855.0102,0.1893,97.2703,76.7078,5305.4015,77.7093,45,2620.3864,8.2881,13.2,6049.5128,19.1341,0.0699,0.2437,4367.7607,3678.8808,4.6605,2.316,1,-133.7821,0.2025,1,139.6539,1855.0568,0.4056,-999,3134.3385
1855.1642,0.1891,97.1924,76.7051,5310.2979,72.9732,45,2620.6037,8.2881,13.2,6050.0194,19.1342,0.1236,0.2433,4364.258,3693.2281,4.7957,2.3164,1,-133.7817,0.2017,1,139.6595,1855.2108,0.3603,-999,3136.8507
1855.3182,0.1852,96.2248,76.7024,5314.5236,76.7938,45,2620.8209,8.2881,13.2,6050.5272,19.1342,0.0789,0.2375,4313.4362,3705.4373,4.9654,2.3222,1,-133.8549,0.193,1,139.665,1855.3648,0.3966,-999,3168.3937
1855.4722,0.1804,95.0389,76.6997,5319.2603,82.012,45,2621.0381,8.2881,13.2,6051.0367,19.1342,0.0365,0.2304,4248.144,3719.2727,4.9719,2.3294,1,-134.1136,0.1822,1,139.6705,1855.5188,0.4494,-999,3207.9291
1855.6262,0.1812,95.2483,76.6969,5325.7836,85.1569,45,2621.2554,8.2881,13.2,6051.5458,19.1342,0.0209,0.2316,4260.5573,3738.8037,4.8062,2.3282,1,-134.4749,0.1841,1,139.6761,1855.6728,0.4832,-999,3200.8765
1855.7802,0.182,95.4412,76.6942,5333.2866,83.2679,45,2621.4726,8.2881,13.2,6052.0548,19.1342,0.0295,0.2328,4271.9412,3761.4597,4.595,2.327,1,-134.3965,0.1858,1,139.6816,1855.8267,0.4627,-999,3194.4071
1855.9342,0.1811,95.2338,76.6915,5339.6046,80.3314,45,2621.6899,8.2881,13.2,6052.564,19.1343,0.0478,0.2315,4260.8337,3780.3411,4.3929,2.3283,1,-134.3136,0.1839,1,139.6871,1855.9807,0.432,-999,3201.3639
1856.0882,0.179,94.6995,76.6887,5344.5992,78.0492,45,2621.9071,8.2881,13.2,6053.0739,19.1343,0.0667,0.2283,4230.8849,3795.0054,4.4791,2.3315,1,-134.3662,0.1791,1,139.6927,1856.1347,0.4089,-999,3219.4262
1856.2422,0.1801,94.9663,76.686,5349.1574,78.0573,45,2622.1243,8.2881,13.2,6053.5834,19.1343,0.0666,0.2299,4246.7476,3808.2811,4.6917,2.3299,1,-134.6555,0.1815,1,139.6982,1856.2887,0.409,-999,3210.3815
1856.3962,0.1859,96.4065,76.6833,5353.7655,81.0648,45,2622.3416,8.2881,13.2,6054.091,19.1343,0.0426,0.2386,4327.0665,3821.7217,4.6425,2.3211,1,-134.582,0.1946,1,139.7037,1856.4427,0.4395,-999,3162.4221
1856.5502,0.1873,96.7542,76.6805,5359.5886,86.5595,45,2622.5588,8.2881,13.2,6054.5982,19.1343,0.0158,0.2407,4346.1639,3839.0379,4.3364,2.3191,1,-134.6032,0.1978,1,139.7093,1856.5967,0.4988,-999,3151.0575
1856.7042,0.1835,95.8045,76.6778,5367.624,89.4458,45,2622.776,8.2881,13.2,6055.1067,19.1344,0.0085,0.235,4295.3978,3863.4064,4.6941,2.3248,1,-134.6096,0.1891,1,139.7148,1856.7506,0.5319,-999,3182.2936
1856.8582,0.1733,93.3351,76.6751,5376.9061,89.1188,45,2622.9933,8.2881,13.2,6055.6184,19.1344,0.0092,0.22,4152.5506,3891.7453,5.1254,2.34,1,-133.974,0.1667,1,139.7203,1856.9046,0.5281,-999,3266.4887
1857.0122,0.1609,90.4299,76.6724,5385.4906,88.1338,45,2623.2105,8.2881,13.2,6056.1343,19.1344,0.0114,0.2022,3963.7353,3917.8546,5.2247,2.3586,1,-134.1561,0.1403,1,139.7259,1857.0586,0.5167,-999,3371.4297
1857.1662,0.1585,89.8761,76.6696,5392.2264,83.9554,45,2623.4277,8.2881,13.2,6056.6509,19.1345,0.0261,0.1988,3925.3751,3938.0705,5.1996,2.3622,1,-134.4622,0.1352,1,139.7314,1857.2126,0.4701,-999,3392.2038
1857.3202,0.1621,90.701,76.6669,5396.4808,81.3133,45,2623.645,8.2881,13.2,6057.1663,19.1345,0.041,0.2039,3983.5556,3950.3786,4.9495,2.3568,1,-134.2707,0.1427,1,139.7369,1857.3666,0.4421,-999,3361.3527
1857.4742,0.1654,91.457,76.6642,5398.8471,80.9284,45,2623.8622,8.2881,13.2,6057.6807,19.1346,0.0436,0.2085,4035.1088,3956.6696,4.9302,2.3519,1,-134.2097,0.1496,1,139.7425,1857.5206,0.4381,-999,3333.5671
1857.6282,0.1721,93.0429,76.6615,5400.5551,83.9631,45,2624.0794,8.2881,13.2,6058.1928,19.1346,0.026,0.2182,4137.3315,3960.8665,5.1106,2.3418,1,-133.9856,0.164,1,139.748,1857.6746,0.4702,-999,3276.7471
1857.7822,0.1855,96.3037,76.6587,5401.9992,86.3649,45,2624.2967,8.2881,13.2,6058.7006,19.1346,0.0165,0.2379,4326.465,3964.232,4.9421,2.3218,1,-133.6159,0.1937,1,139.7535,1857.8285,0.4966,-999,3165.7979
1857.9362,0.1853,96.2515,76.656,5403.3483,87.0844,45,2624.5139,8.2881,13.2,6059.2084,19.1346,0.0142,0.2376,4324.1901,3967.2944,4.6454,2.3221,1,-133.8777,0.1932,1,139.7591,1857.9825,0.5047,-999,3167.5148
1858.0902,0.1806,95.1022,76.6533,5404.5967,88.0073,45,2624.7312,8.2881,13.2,6059.7178,19.1346,0.0117,0.2307,4261.073,3970.0329,4.9398,2.3291,1,-133.8809,0.1827,1,139.7646,1858.1365,0.5152,-999,3205.7939
1858.2442,0.1742,93.5363,76.6505,5405.8467,86.1979,45,2624.9484,8.2881,13.2,6060.2293,19.1347,0.017,0.2212,4169.7707,3972.7719,5.9371,2.3387,1,-133.6593,0.1685,1,139.7701,1858.2905,0.4947,-999,3259.4624
1858.3982,0.16,90.2167,76.6478,5407.4173,83.9502,45,2625.1656,8.2881,13.2,6060.7454,19.1347,0.0261,0.2009,3953.871,3976.524,6.517,2.36,1,-133.5584,0.1383,1,139.7757,1858.4445,0.47,-999,3379.397
1858.5522,0.1594,90.0766,76.6451,5408.5759,80.7015,45,2625.3829,8.2881,13.2,6061.2618,19.1348,0.0451,0.2,3944.584,3978.9614,5.9958,2.3609,1,-133.533,0.1371,1,139.7812,1858.5985,0.4358,-999,3384.6532
1858.7062,0.166,91.5956,76.6423,5409.5719,81.684,45,2625.6001,8.2881,13.2,6061.7759,19.1348,0.0386,0.2094,4048.7101,3980.8851,4.8558,2.351,1,-133.6349,0.1509,1,139.7867,1858.7525,0.446,-999,3328.5229
1858.8602,0.1717,92.9307,76.6396,5410.759,80.8849,45,2625.8173,8.2881,13.2,6062.2882,19.1348,0.0439,0.2176,4134.7844,3983.4226,5.3092,2.3425,1,-133.5779,0.163,1,139.7923,1858.9064,0.4377,-999,3280.7032
1859.0142,0.1759,93.9534,76.6369,5411.829,80.9784,45,2626.0346,8.2881,13.2,6062.7991,19.1349,0.0432,0.2238,4197.5963,3985.5901,5.8562,2.3361,1,-133.956,0.1723,1,139.7978,1859.0604,0.4386,-999,3244.9922
1859.1682,0.177,94.222,76.6342,5412.6962,81.3905,45,2626.2518,8.2881,13.2,6063.3097,19.1349,0.0405,0.2254,4214.0535,3987.1114,5.6158,2.3345,1,-134.6688,0.1747,1,139.8033,1859.2144,0.4429,-999,3235.7416
1859.3222,0.1758,93.9242,76.6315,5413.2492,82.9756,45,2626.469,8.2881,13.2,6063.8207,19.1349,0.031,0.2236,4196.9571,3987.6291,4.7014,2.3363,1,-134.633,0.172,1,139.8089,1859.3684,0.4596,-999,3246.001
1859.4762,0.1811,95.2313,76.6287,5413.3104,84.7707,45,2626.6863,8.2881,13.2,6064.3299,19.1349,0.0224,0.2315,4273.3264,3986.581,4.9138,2.3283,1,-134.299,0.1839,1,139.8144,1859.5224,0.479,-999,3201.4479
1859.6302,0.1847,96.1162,76.626,5412.6923,87.4155,45,2626.9035,8.2881,13.2,6064.8379,19.135,0.0133,0.2368,4322.8869,3983.3672,5.0501,2.3229,1,-134.1908,0.192,1,139.8199,1859.6764,0.5085,-999,3171.9736
1859.7842,0.1845,96.0697,76.6233,5411.8136,91.0841,45,2627.1208,8.2881,13.2,6065.346,19.135,0.0058,0.2365,4320.9018,3979.3211,5.211,2.3232,1,-134.005,0.1915,1,139.8255,1859.8303,0.5514,-999,3173.5089
1859.9382,0.1876,96.8299,76.6205,5410.7177,92.0361,45,2627.338,8.288,13.2,6065.853,19.135,0.0046,0.2411,4362.212,3974.5832,5.5124,2.3186,1,-134.0546,0.1985,1,139.831,1859.9843,0.5629,-999,3148.5941
1860.0922,0.1816,95.34,76.6178,5408.9474,90.7153,45,2627.5552,8.288,13.2,6066.3621,19.135,0.0063,0.2322,4281.6368,3967.6875,5.7649,2.3276,1,-134.1935,0.1849,1,139.8365,1860.1383,0.547,-999,3197.7979
1860.2462,0.1705,92.6699,76.6151,5406.2759,88.1379,45,2627.7725,8.288,13.2,6066.8748,19.135,0.0114,0.2159,4123.4311,3957.906,6.0563,2.3442,1,-134.1129,0.1606,1,139.8421,1860.2923,0.5167,-999,3289.9361
1860.4002,0.1643,91.2074,76.6124,5403.2388,86.4934,45,2627.9897,8.288,13.2,6067.3895,19.1351,0.0161,0.207,4028.9924,3946.9512,6.2024,2.3535,1,-133.9907,0.1473,1,139.8476,1860.4463,0.4981,-999,3342.6898
1860.5542,0.1541,88.8795,76.6096,5400.4499,81.6447,45,2628.2069,8.288,13.2,6067.9075,19.1351,0.0388,0.1926,3865.1548,3936.7806,6.2302,2.3688,1,-133.6869,0.1262,1,139.8531,1860.6003,0.4456,-999,3430.2404
1860.7082,0.1464,87.1577,76.6069,5398.2429,76.1001,45,2628.4242,8.288,13.2,6068.4281,19.1352,0.0862,0.1818,3732.5761,3928.4607,5.6469,2.3804,1,-133.8152,0.1105,1,139.8587,1860.7543,0.3899,-999,3498.0048
1860.8622,0.1566,89.4316,76.6042,5396.9801,73.5005,45,2628.6414,8.288,13.2,6068.9454,19.1352,0.1168,0.196,3906.8191,3923.1625,5.7702,2.3651,1,-133.7629,0.1312,1,139.8642,1860.9082,0.3652,-999,3409.064
1861.0162,0.1703,92.6132,76.6014,5396.1203,73.9858,45,2628.8586,8.288,13.2,6069.4582,19.1353,0.1107,0.2156,4122.6361,3919.1603,5.5802,2.3446,1,-133.7497,0.1601,1,139.8697,1861.0622,0.3697,-999,3291.9503
1861.1702,0.1753,93.8038,76.5987,5395.1464,74.583,45,2629.0759,8.288,13.2,6069.9693,19.1353,0.1035,0.2228,4196.3797,3914.7968,5.2498,2.3371,1,-133.6529,0.1709,1,139.8753,1861.2162,0.3754,-999,3250.1674
1861.3242,0.1725,93.1245,76.596,5394.1579,73.8076,45,2629.2931,8.288,13.2,6070.4813,19.1353,0.1129,0.2187,4155.6317,3910.3838,6.1015,2.3413,1,-133.9909,0.1648,1,139.8808,1861.3702,0.3681,-999,3273.8758
1861.4782,0.1629,90.8647,76.5933,5393.6216,77.5909,45,2629.5103,8.288,13.2,6070.9965,19.1354,0.071,0.2049,4009.7397,3907.4082,6.7071,2.3557,1,-134.3572,0.1442,1,139.8863,1861.5242,0.4044,-999,3355.2969
1861.6322,0.1487,87.6527,76.5905,5393.7414,83.4368,45,2629.7276,8.288,13.2,6071.5164,19.1354,0.0286,0.1849,3775.2943,3906.5173,6.5116,2.377,1,-134.6315,0.115,1,139.8919,1861.6782,0.4645,-999,3478.2505
1861.7862,0.1409,85.9673,76.5878,5394.3124,87.3309,45,2629.9448,8.288,13.2,6072.0388,19.1355,0.0135,0.1743,3638.1439,3907.0621,6.7669,2.3886,1,-134.4288,0.0997,1,139.8974,1861.8322,0.5075,-999,3546.4421
1861.9402,0.1443,86.7013,76.5851,5394.895,87.3636,45,2630.1621,8.288,13.2,6072.56,19.1356,0.0134,0.179,3700.0025,3907.6463,6.6368,2.3835,1,-134.1969,0.1064,1,139.9029,1861.9861,0.5079,-999,3516.4184
1862.0942,0.1536,88.7634,76.5824,5394.4059,88.3694,45,2630.3793,8.288,13.2,6073.0783,19.1356,0.0108,0.1919,3862.1041,3904.8133,5.7925,2.3696,1,-134.2716,0.1251,1,139.9085,1862.1401,0.5194,-999,3434.727
1862.2482,0.1577,89.6821,76.5796,5392.9625,89.4123,45,2630.5965,8.288,13.2,6073.5952,19.1357,0.0086,0.1976,3929.9174,3898.9339,5.3401,2.3635,1,-134.1475,0.1335,1,139.914,1862.2941,0.5315,-999,3399.5418
1862.4022,0.1537,88.7932,76.5769,5390.6224,87.3151,45,2630.8138,8.288,13.2,6074.1134,19.1357,0.0136,0.192,3865.4525,3890.1858,5.1204,2.3694,1,-134.2512,0.1254,1,139.9195,1862.4481,0.5073,-999,3433.5743
1862.5562,0.1405,85.8859,76.5742,5387.8408,84.209,45,2631.031,8.288,13.2,6074.6359,19.1358,0.0249,0.1738,3634.0443,3880.0161,5.3741,2.3892,1,-134.3229,0.099,1,139.925,1862.6021,0.4729,-999,3549.8033
1862.7102,0.1261,82.8343,76.5715,5385.2083,84.1337,45,2631.2482,8.288,13.2,6075.1632,19.1358,0.0253,0.1544,3354.827,3870.3112,5.8644,2.4109,1,-134.4689,0.0712,1,139.9306,1862.7561,0.472,-999,3680.5774
1862.8642,0.1245,82.5122,76.5687,5382.4235,85.8319,45,2631.4655,8.288,13.2,6075.6909,19.1359,0.0183,0.1523,3323.4186,3860.1172,5.9475,2.4132,1,-134.747,0.0683,1,139.9361,1862.91,0.4907,-999,3694.9451
1863.0182,0.1418,86.1615,76.566,5379.6693,85.3952,45,2631.6827,8.288,13.2,6076.213,19.136,0.0199,0.1755,3659.0916,3850.032,5.9384,2.3873,1,-135.1031,0.1015,1,139.9416,1863.064,0.4858,-999,3538.4487
1863.1722,0.1651,91.3786,76.5633,5377.1244,80.9883,45,2631.8999,8.288,13.2,6076.7275,19.136,0.0432,0.208,4050.4648,3840.6315,5.9071,2.3524,1,-135.1239,0.1489,1,139.9472,1863.218,0.4387,-999,3336.4272
1863.3262,0.1729,93.2162,76.5606,5374.4541,78.0205,45,2632.1172,8.288,13.2,6077.2394,19.1361,0.067,0.2193,4168.5046,3830.8343,5.6517,2.3407,1,-134.6952,0.1656,1,139.9527,1863.372,0.4087,-999,3270.6552
1863.4802,0.1733,93.3209,76.5579,5371.8144,79.3299,45,2632.3344,8.288,13.2,6077.7512,19.1361,0.0556,0.2199,4175.4723,3821.1341,5.75,2.3401,1,-134.6253,0.1666,1,139.9582,1863.526,0.4218,-999,3266.9857
1863.6342,0.1797,94.8703,76.5551,5368.9853,81.9565,45,2632.5517,8.288,13.2,6078.2609,19.1361,0.0369,0.2293,4267.7116,3810.8319,6.4065,2.3305,1,-134.745,0.1806,1,139.9638,1863.68,0.4488,-999,3213.6301
1863.7882,0.1759,93.9642,76.5524,5365.8074,80.7316,45,2632.7689,8.288,13.2,6078.7718,19.1361,0.0449,0.2238,4215.3773,3799.4103,6.2956,2.3361,1,-134.8017,0.1724,1,139.9693,1863.834,0.4361,20.5874,3244.6192
1863.9422,0.1647,91.3051,76.5497,5362.5203,76.3439,45,2632.9861,8.288,13.2,6079.2864,19.1362,0.0836,0.2076,4048.3423,3787.6303,5.8055,2.3529,1,-134.7543,0.1482,1,139.9748,1863.9879,0.3922,-999,3339.113
1864.0962,0.1583,89.8197,76.5469,5359.4419,75.3085,45,2633.2034,8.288,13.2,6079.8031,19.1362,0.095,0.1984,3946.4657,3776.5113,6.5701,2.3626,1,-134.6972,0.1347,1,139.9804,1864.1419,0.3823,-999,3394.3339
1864.2502,0.1433,86.4917,76.5442,5356.5444,76.6468,45,2633.4206,8.288,13.2,6080.3247,19.1363,0.0804,0.1776,3691.1783,3765.9587,7.0772,2.385,1,-134.6698,0.1045,1,139.9859,1864.2959,0.3952,-999,3524.94
1864.4042,0.1295,83.5357,76.5415,5354.1285,77.0535,45,2633.6378,8.288,13.2,6080.8508,19.1364,0.0763,0.1589,3429.0392,3756.9345,6.773,2.4058,1,-134.5301,0.0776,1,139.9914,1864.4499,0.3991,-999,3649.6737
1864.5582,0.1204,81.6769,76.5388,5352.6233,77.6215,45,2633.8551,8.288,13.2,6081.3799,19.1364,0.0707,0.1469,3244.4152,3750.8154,6.4945,2.4194,1,-134.5524,0.0607,1,139.997,1864.6039,0.4047,-999,3732.7329
1864.7122,0.1143,80.4487,76.5361,5351.8789,78.4379,45,2634.0723,8.288,13.2,6081.9111,19.1365,0.0632,0.1389,3113.0617,3747.1239,6.2545,2.4286,1,-134.9,0.0495,1,140.0025,1864.7579,0.4128,-999,3789.72
1864.8662,0.1214,81.8812,76.5333,5351.7094,78.5306,45,2634.2895,8.288,13.2,6082.4399,19.1366,0.0624,0.1482,3266.7461,3745.2762,6.3374,2.4179,1,-135.3924,0.0626,1,140.008,1864.9119,0.4137,-999,3723.4194
1865.0202,0.1425,86.3114,76.5306,5351.765,76.5811,45,2634.5068,8.288,13.2,6082.9617,19.1367,0.0811,0.1765,3679.0127,3744.163,6.3327,2.3862,1,-135.6998,0.1028,1,140.0136,1865.0658,0.3945,-999,3532.3034
1865.1742,0.1597,90.1298,76.5279,5351.8414,75.993,45,2634.724,8.288,13.2,6083.478,19.1367,0.0874,0.2004,3972.342,3743.1288,5.7899,2.3605,1,-135.9336,0.1375,1,140.0191,1865.2198,0.3888,-999,3382.6553
1865.3282,0.1655,91.4984,76.5251,5351.8811,77.8373,45,2634.9412,8.288,13.2,6083.9923,19.1368,0.0687,0.2088,4066.2222,3741.9811,5.6835,2.3517,1,-136.0956,0.15,1,140.0246,1865.3738,0.4068,-999,3332.0588
1865.4822,0.1574,89.6176,76.5224,5352.064,78.765,45,2635.1585,8.288,13.2,6084.5093,19.1368,0.0603,0.1972,3937.057,3741.2855,6.133,2.3639,1,-136.2312,0.1329,1,140.0302,1865.5278,0.4161,-999,3401.9885
1865.6362,0.1418,86.1605,76.5197,5352.3756,79.0625,45,2635.3757,8.288,13.2,6085.0314,19.1369,0.0578,0.1755,3668.619,3740.9904,6.6725,2.3873,1,-136.4433,0.1015,1,140.0357,1865.6818,0.4191,-999,3538.4898
1865.7902,0.1377,85.2713,76.517,5352.5133,79.871,45,2635.593,8.288,13.2,6085.5549,19.1369,0.0513,0.1699,3592.8027,3740.1358,6.8966,2.3935,1,-136.5413,0.0934,1,140.0412,1865.8358,0.4273,-999,3575.3888
1865.9442,0.1445,86.7488,76.5143,5352.6484,82.3191,45,2635.8102,8.288,13.2,6086.0761,19.137,0.0347,0.1793,3718.5808,3739.2777,6.5205,2.3832,1,-136.238,0.1068,1,140.0468,1865.9897,0.4526,-999,3514.493
1866.0982,0.1495,87.8511,76.5115,5352.8622,84.6825,45,2636.0274,8.288,13.2,6086.5956,19.1371,0.0228,0.1862,3807.1469,3738.6746,5.9988,2.3757,1,-136.027,0.1168,1,140.0523,1866.1437,0.478,-999,3470.3953
1866.2522,0.1484,87.6055,76.5088,5353.3285,86.1365,45,2636.2447,8.288,13.2,6087.1156,19.1371,0.0172,0.1846,3788.4863,3738.8789,5.8154,2.3774,1,-135.9198,0.1146,1,140.0578,1866.2977,0.4941,-999,3480.1245
1866.4062,0.148,87.5153,76.5061,5354.1928,84.3583,45,2636.4619,8.288,13.2,6087.6357,19.1372,0.0242,0.1841,3781.9361,3740.3563,6.1297,2.378,1,-135.9841,0.1138,1,140.0634,1866.4517,0.4745,-999,3483.7114
1866.5602,0.1403,85.8249,76.5034,5355.0296,82.2395,45,2636.6791,8.288,13.2,6088.1583,19.1372,0.0352,0.1734,3643.5626,3741.7404,6.4509,2.3896,1,-136.2385,0.0984,1,140.0689,1866.6057,0.4518,-999,3552.3263
1866.7142,0.1393,85.6302,76.5006,5355.5598,79.6416,45,2636.8964,8.288,13.2,6088.6812,19.1373,0.0531,0.1722,3627.4181,3742.1426,6.4402,2.391,1,-136.0808,0.0966,1,140.0744,1866.7597,0.4249,-999,3560.4033
1866.8682,0.151,88.1761,76.4979,5355.798,82.2669,45,2637.1136,8.288,13.2,6089.2003,19.1373,0.035,0.1882,3835.0766,3741.6186,5.8855,2.3735,1,-135.7894,0.1198,1,140.08,1866.9137,0.4521,-999,3457.6041
1867.0222,0.1593,90.0544,76.4952,5355.637,82.1583,45,2637.3308,8.288,13.2,6089.7166,19.1374,0.0357,0.1999,3973.7585,3739.8225,5.9773,2.361,1,-135.6116,0.1369,1,140.0855,1867.0676,0.4509,-999,3385.4875
1867.1762,0.1613,90.5206,76.4925,5354.8804,79.8806,45,2637.5481,8.288,13.2,6090.2323,19.1374,0.0512,0.2027,4006.8412,3736.121,6.0591,2.358,1,-135.3961,0.1411,1,140.091,1867.2216,0.4274,-999,3368.0516
1867.3302,0.1578,89.7027,76.4898,5353.9694,74.8108,45,2637.7653,8.288,13.2,6090.7492,19.1375,0.1008,0.1977,3949.8918,3731.9219,5.8132,2.3633,1,-135.1958,0.1337,1,140.0966,1867.3756,0.3775,-999,3398.7611
1867.4842,0.1535,88.7355,76.487,5352.8918,71.4637,45,2637.9826,8.288,13.2,6091.2674,19.1375,0.1321,0.1917,3879.6818,3727.1859,6.1948,2.3698,1,-135.1365,0.1249,1,140.1021,1867.5296,0.3465,-999,3435.807
1867.6382,0.1591,89.9978,76.4843,5351.693,72.2518,45,2638.1998,8.288,13.2,6091.7839,19.1376,0.1331,0.1995,3972.0008,3722.0652,6.6219,2.3614,1,-134.5385,0.1363,1,140.1076,1867.6836,0.3537,-999,3387.6167
1867.7922,0.1579,89.7427,76.4816,5350.793,74.7047,45,2638.417,8.288,13.2,6092.3007,19.1376,0.102,0.1979,3954.4328,3717.8998,5.7779,2.3631,1,-134.092,0.134,1,140.1132,1867.8376,0.3765,-999,3397.2462
1867.9462,0.1588,89.9327,76.4789,5349.8835,74.2322,45,2638.6343,8.288,13.2,6092.8172,19.1377,0.1077,0.1991,3968.5124,3713.704,4.6584,2.3618,1,-133.9314,0.1358,1,140.1187,1867.9915,0.372,-999,3390.0689
1868.1002,0.1629,90.8678,76.4761,5348.6525,72.0017,45,2638.8515,8.288,13.2,6093.3324,19.1377,0.1365,0.2049,4033.9802,3708.4809,5.0057,2.3557,1,-133.7567,0.1443,1,140.1242,1868.1455,0.3514,-999,3355.1825
1868.2542,0.1627,90.8388,76.4734,5346.9767,66.8641,45,2639.0687,8.288,13.2,6093.8477,19.1377,0.1528,0.2047,4032.5654,3701.8326,5.7356,2.3559,1,-134.2881,0.144,1,140.1298,1868.2995,0.306,-999,3356.2536
1868.4082,0.165,91.375,76.4707,5344.7804,65.7089,45,2639.286,8.288,13.2,6094.3622,19.1378,0.1578,0.208,4069.196,3693.5175,5.8627,2.3525,1,-134.7808,0.1489,1,140.1353,1868.4535,0.2963,-999,3336.5587
1868.5622,0.1686,92.2056,76.468,5342.0107,62.9592,45,2639.5032,8.288,13.2,6094.8755,19.1378,0.1674,0.2131,4123.9881,3683.3676,4.6128,2.3471,1,-135.1563,0.1564,1,140.1408,1868.6075,0.2736,-999,3306.5025
