DEPTH,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1746.9624,-999,0.2353,109.7768,81.085,4635.204,33.9103,40,2468.3575,8.2903,15,-999,5529.9205,18.573,0.1883,0.3168,3859.5881,2996.3759,6.8315,2.247,1,-42.999,0.3982,1,139.1112,1746.9624,0.0748,-999,2777.2539
1747.1148,-999,0.3457,149.0944,81.083,4635.5155,31.9927,40,2468.5725,8.2903,15,-999,5530.371,18.5728,0.2762,0.5292,4624.8187,2995.8446,6.9008,2.0814,1,-43.123,0.7128,0.9464,139.1176,1747.1148,0.0638,-999,2044.8659
1747.2672,-999,0.1422,86.2351,81.0811,4636.2615,32.1158,40,2468.7875,8.2903,15,-999,5530.8877,18.573,0.1532,0.176,2823.8769,2997.8153,6.992,2.3867,1,-43.248,0.2099,1,139.1241,1747.2672,0.0645,-999,3535.4287
1747.4196,-999,0.1394,85.6343,81.0791,4637.3624,33.9355,40,2469.0025,8.2903,15,-999,5531.4052,18.5731,0.1455,0.1722,2786.1406,3002.3225,7.1905,2.3909,1,-43.496,0.2051,1,139.1306,1747.4196,0.0749,-999,3560.2329
1747.572,-999,0.1306,83.7674,81.0771,4638.4776,33.4769,40,2469.2175,8.2903,15,-999,5531.9255,18.5732,0.1434,0.1604,2662.7856,3006.9313,7.4434,2.4041,1,-43.623,0.1901,1,139.137,1747.572,0.0723,-999,3639.5787
1747.7244,-999,0.1321,84.0797,81.0751,4639.821,35.065,40,2469.4325,8.2903,15,-999,5532.4454,18.5733,0.1381,0.1624,2684.4333,3013.3787,7.6978,2.4019,1,-43.625,0.1926,1,139.1435,1747.7244,0.0815,-999,3626.0601
1747.8768,-999,0.0999,77.6436,81.0731,4641.0991,34.7554,40,2469.6475,8.2903,15,-999,5532.9758,18.5735,0.1128,0.1205,2193.0547,3019.6985,7.8821,2.4502,1,-43.6865,0.1411,1,139.1499,1747.8768,0.0797,-999,3926.6346
1748.0292,-999,0.1263,82.8852,81.0712,4642.5716,33.7563,40,2469.8625,8.2903,15,-999,5533.4975,18.5736,0.1404,0.1547,2602.4968,3028.1402,7.9475,2.4105,1,-43.6875,0.1831,1,139.1564,1748.0292,0.0739,-999,3678.3171
1748.1816,-999,0.1365,85.0253,81.0692,4644.4031,32.6499,40,2470.0775,8.2903,15,-999,5534.016,18.5737,0.1489,0.1684,2748.5667,3041.2449,7.8156,2.3952,1,-43.626,0.2002,1,139.1629,1748.1816,0.0675,-999,3585.7333
1748.334,-999,0.1451,86.8845,81.0672,4646.1073,32.4618,40,2470.2925,8.2903,15,-999,5534.5316,18.5739,0.153,0.1801,2866.8831,3052.4744,7.5305,2.3823,1,-43.6865,0.2151,1,139.1693,1748.334,0.0664,-999,3509.0039
1748.4864,-999,0.1542,88.8873,81.0653,4648.0764,34.5993,40,2470.5075,8.2903,15,-999,5535.0443,18.574,0.1495,0.1926,2986.1322,3063.6006,7.154,2.3687,1,-43.626,0.2311,1,139.1758,1748.4864,0.0787,-999,3429.9394
1748.6388,-999,0.1723,93.0866,81.0633,4649.3799,36.6108,40,2470.7225,8.2903,15,-999,5535.5512,18.574,0.1508,0.2185,3211.3164,3069.3385,6.7593,2.3416,1,-43.6865,0.2647,1,139.1823,1748.6388,0.0906,-999,3275.2088
1748.7912,-999,0.2014,100.3615,81.0613,4650.6568,37.1427,40,2470.9375,8.2903,15,-999,5536.0485,18.5741,0.1631,0.2621,3536.4673,3074.5636,6.3808,2.2979,1,-43.626,0.3229,1,139.1887,1748.7912,0.0937,-999,3037.7988
1748.9436,-999,0.2245,106.6478,81.0593,4652.094,37.3154,40,2471.1525,8.2903,15,-999,5536.5384,18.5741,0.1742,0.2988,3765.6656,3080.9235,6.1397,2.2633,1,-43.625,0.3732,1,139.1952,1748.9436,0.0948,-999,2858.7373
1749.096,-999,0.2389,110.8449,81.0573,4653.3696,39.4595,40,2471.3675,8.2903,15,-999,5537.0236,18.5741,0.1766,0.3228,3897.6547,3086.8731,6.0113,2.2416,1,-43.502,0.4068,1,139.2017,1749.096,0.1078,-999,2750.4923
1749.2484,-999,0.2415,111.6034,81.0554,4655.1526,40.4198,40,2471.5825,8.2903,15,-999,5537.508,18.5741,0.1758,0.3272,3920.2834,3096.8961,5.9901,2.2377,1,-43.623,0.4128,1,139.2081,1749.2484,0.1137,-999,2731.7989
1749.4008,-999,0.2201,105.4036,81.0534,4656.9166,39.4471,40,2471.7975,8.2903,15,-999,5537.9993,18.5742,0.1663,0.2916,3724.8547,3106.8435,6.0729,2.2699,1,-43.6865,0.3632,1,139.2146,1749.4008,0.1077,-999,2892.4823
1749.5532,-999,0.1792,94.7516,81.0514,4658.0789,34.1598,40,2472.0125,8.2903,15,-999,5538.5039,18.5742,0.1616,0.2286,3294.6736,3111.9994,6.2579,2.3312,1,-43.626,0.278,1,139.2211,1749.5532,0.0762,-999,3217.6559
1749.7056,-999,0.1379,85.3166,81.0495,4658.6695,30.5144,40,2472.2275,8.2903,15,-999,5539.0219,18.5744,0.1571,0.1702,2771.3287,3112.9999,6.5079,2.3931,1,-43.6865,0.2025,1,139.2275,1749.7056,0.0555,-999,3573.4904
1749.858,-999,0.0989,77.4496,81.0475,4659.0063,26.8345,40,2472.4425,8.2903,15,-999,5539.5525,18.5745,0.11,0.1192,2180.8608,3112.2599,6.8116,2.4517,1,-43.8105,0.1396,1,139.234,1749.858,0.0354,-999,3936.4703
